lead_id,source,course_interested,city,budget_range,lead_score,first_contact_date,response_time_hours,num_follow_ups,converted,conversion_date,revenue
LD13245,LinkedIn,Digital Marketing,Bengaluru,<15k,58,2026-07-03,16.0,2,Y,2026-07-11,11873
LD13246,Walk-in,Full Stack Development,Kolkata,15k-30k,66,2026-06-07,30.8,3,N,,0
LD13247,Referral,Python for Data Analysis,Pune,<15k,33,2026-06-07,0.6,3,N,,0
LD13248,Instagram Ads,Python for Data Analysis,Kolkata,50k+,60,2026-04-12,2.0,2,N,,0
LD13249,Google Ads,Python for Data Analysis,Mumbai,30k-50k,32,2026-04-29,29.8,1,N,,0
LD13250,LinkedIn,Business Analytics,Pune,<15k,44,2026-05-04,3.2,4,N,,0
LD13251,LinkedIn,Power BI & Tableau,Bengaluru,15k-30k,59,2026-05-15,15.2,3,N,,0
LD13252,Referral,Power BI & Tableau,Delhi NCR,50k+,49,2026-04-27,2.0,3,Y,2026-04-30,58896
LD13253,LinkedIn,Digital Marketing,Delhi NCR,15k-30k,69,2026-07-30,12.2,3,N,,0
LD13254,Google Ads,Full Stack Development,Hyderabad,30k-50k,75,2026-01-09,0.0,1,N,,0
LD13255,Google Ads,Business Analytics,Bengaluru,15k-30k,60,2026-02-22,31.6,2,N,,0
LD13256,Referral,Power BI & Tableau,Delhi NCR,15k-30k,80,2026-02-13,10.0,4,N,,0
LD13257,Organic Search,Data Science Bootcamp,Delhi NCR,15k-30k,73,2025-11-09,12.4,3,N,,0
LD13258,Referral,Business Analytics,Bengaluru,30k-50k,65,2026-05-12,32.2,2,Y,2026-05-14,39157
LD13259,Google Ads,Full Stack Development,Mumbai,15k-30k,54,2026-04-05,7.0,1,N,,0
LD13260,LinkedIn,Power BI & Tableau,Bengaluru,<15k,47,2025-12-21,30.9,3,N,,0
LD13261,Referral,Full Stack Development,Chennai,30k-50k,40,2026-05-17,29.1,4,Y,2026-05-19,36742
LD13262,Instagram Ads,Digital Marketing,Delhi NCR,<15k,74,2025-12-30,11.1,3,N,,0
LD13263,Organic Search,Full Stack Development,Kolkata,15k-30k,64,2026-03-25,2.5,4,N,,0
LD13264,Referral,Power BI & Tableau,Chennai,30k-50k,39,2026-06-02,11.7,7,Y,2026-06-15,42426
LD13265,Referral,Data Science Bootcamp,Chennai,<15k,38,2026-07-05,10.4,0,N,,0
LD13266,Walk-in,Business Analytics,Pune,30k-50k,19,2026-05-02,2.1,6,Y,2026-05-08,37809
LD13267,Referral,Digital Marketing,Hyderabad,<15k,44,2026-03-18,49.9,3,N,,0
LD13268,Organic Search,Full Stack Development,Delhi NCR,50k+,49,2026-06-18,25.0,1,N,,0
LD13269,Instagram Ads,Full Stack Development,Ahmedabad,15k-30k,54,2026-06-17,8.1,5,N,,0
LD13270,Referral,Business Analytics,Delhi NCR,30k-50k,54,2026-06-27,79.6,6,N,,0
LD13271,Organic Search,Business Analytics,Pune,50k+,18,2025-12-19,2.6,3,N,,0
LD13272,Google Ads,Python for Data Analysis,Kolkata,15k-30k,29,2025-11-26,11.5,3,N,,0
LD13273,LinkedIn,Digital Marketing,Ahmedabad,15k-30k,86,2025-12-04,1.4,2,N,,0
LD13274,Instagram Ads,Data Science Bootcamp,Pune,50k+,70,2026-01-09,43.1,3,N,,0
LD13275,Referral,Python for Data Analysis,Pune,15k-30k,22,2026-06-08,13.1,2,N,,0
LD13276,Instagram Ads,Business Analytics,Pune,50k+,66,2026-05-27,18.0,1,Y,2026-06-01,60881
LD13277,Referral,Full Stack Development,Bengaluru,30k-50k,23,2025-12-19,9.4,6,N,,0
LD13278,Referral,Digital Marketing,Pune,15k-30k,36,2026-05-04,8.6,2,N,,0
LD13279,Referral,Python for Data Analysis,Hyderabad,15k-30k,75,2026-01-30,31.5,4,N,,0
LD13280,LinkedIn,Business Analytics,Kolkata,<15k,48,2025-11-24,6.0,0,N,,0
LD13281,Organic Search,Business Analytics,Kolkata,50k+,52,2026-02-04,5.5,4,Y,2026-02-08,67203
LD13282,Organic Search,Data Science Bootcamp,Bengaluru,15k-30k,62,2026-05-22,46.4,5,N,,0
LD13283,LinkedIn,Power BI & Tableau,Kolkata,<15k,68,2026-01-22,8.0,4,N,,0
LD13284,Organic Search,Python for Data Analysis,Hyderabad,<15k,50,2026-06-03,11.9,0,N,,0
LD13285,Google Ads,Data Science Bootcamp,Pune,<15k,41,2026-01-29,18.0,3,N,,0
LD13286,Organic Search,Business Analytics,Delhi NCR,<15k,87,2026-01-10,0.2,2,N,,0
LD13287,Instagram Ads,Business Analytics,Bengaluru,<15k,78,2026-01-19,11.6,3,N,,0
LD13288,Organic Search,Data Science Bootcamp,Hyderabad,30k-50k,62,2026-06-20,7.0,2,N,,0
LD13289,Instagram Ads,Business Analytics,Ahmedabad,15k-30k,54,2026-03-08,1.9,4,N,,0
LD13290,Referral,Power BI & Tableau,Pune,50k+,67,2026-06-24,1.3,1,N,,0
LD13291,Instagram Ads,Digital Marketing,Ahmedabad,30k-50k,48,2026-04-08,18.2,2,N,,0
LD13292,LinkedIn,Business Analytics,Bengaluru,15k-30k,59,2026-07-15,20.4,1,N,,0
LD13293,Instagram Ads,Power BI & Tableau,Hyderabad,30k-50k,17,2025-11-19,3.1,2,N,,0
LD13294,Referral,Data Science Bootcamp,Hyderabad,<15k,77,2026-06-30,8.8,2,N,,0
LD13295,Google Ads,Power BI & Tableau,Hyderabad,30k-50k,46,2026-03-16,4.8,0,N,,0
LD13296,Walk-in,Power BI & Tableau,Pune,50k+,72,2026-06-24,15.0,4,N,,0
LD13297,LinkedIn,Data Science Bootcamp,Bengaluru,15k-30k,49,2026-02-12,22.5,3,N,,0
LD13298,Google Ads,Business Analytics,Kolkata,50k+,59,2026-01-20,7.5,3,N,,0
LD13299,Instagram Ads,Business Analytics,Delhi NCR,30k-50k,18,2025-11-14,2.0,1,N,,0
LD13300,Organic Search,Business Analytics,Hyderabad,50k+,20,2026-06-21,2.5,2,N,,0
LD13301,Google Ads,Python for Data Analysis,Hyderabad,15k-30k,61,2025-12-07,10.8,3,N,,0
LD13302,Instagram Ads,Business Analytics,Delhi NCR,<15k,44,2025-12-24,12.5,4,N,,0
LD13303,Walk-in,Digital Marketing,Chennai,<15k,73,2026-02-19,33.1,1,N,,0
LD13304,Instagram Ads,Data Science Bootcamp,Hyderabad,30k-50k,64,2026-04-04,0.2,3,N,,0
LD13305,Google Ads,Data Science Bootcamp,Pune,15k-30k,59,2026-07-05,27.3,3,N,,0
LD13306,Referral,Python for Data Analysis,Pune,30k-50k,54,2026-03-04,6.3,5,Y,2026-03-15,38075
LD13307,LinkedIn,Full Stack Development,Pune,50k+,40,2026-01-25,5.6,0,Y,2026-01-28,58989
LD13308,Referral,Full Stack Development,Delhi NCR,30k-50k,48,2026-05-14,4.3,2,N,,0
LD13309,Instagram Ads,Digital Marketing,Delhi NCR,<15k,90,2026-05-31,9.2,2,N,,0
LD13310,Google Ads,Python for Data Analysis,Delhi NCR,30k-50k,79,2026-03-13,4.2,4,N,,0
LD13311,Instagram Ads,Full Stack Development,Bengaluru,<15k,25,2026-04-21,26.7,2,N,,0
LD13312,Walk-in,Business Analytics,Chennai,15k-30k,32,2025-12-18,3.8,3,N,,0
LD13313,Google Ads,Business Analytics,Ahmedabad,50k+,44,2026-04-22,2.4,2,Y,2026-04-25,59414
LD13314,LinkedIn,Full Stack Development,Hyderabad,50k+,14,2025-11-01,4.0,3,N,,0
LD13315,LinkedIn,Data Science Bootcamp,Delhi NCR,50k+,40,2026-01-13,6.1,2,N,,0
LD13316,Referral,Business Analytics,Chennai,<15k,60,2026-05-26,2.2,3,N,,0
LD13317,Instagram Ads,Business Analytics,Kolkata,15k-30k,23,2025-12-16,56.9,3,N,,0
LD13318,Organic Search,Digital Marketing,Ahmedabad,30k-50k,68,2026-05-27,14.5,2,Y,2026-05-30,41474
LD13319,LinkedIn,Python for Data Analysis,Kolkata,50k+,75,2026-03-13,7.3,4,Y,2026-03-20,66148
LD13320,Google Ads,Power BI & Tableau,Pune,30k-50k,68,2026-05-27,24.9,3,N,,0
LD13321,Organic Search,Full Stack Development,Kolkata,15k-30k,37,2025-11-24,65.6,1,N,,0
LD13322,LinkedIn,Python for Data Analysis,Ahmedabad,50k+,47,2026-04-16,12.5,1,N,,0
LD13323,Referral,Power BI & Tableau,Kolkata,15k-30k,28,2026-04-21,21.4,2,N,,0
LD13324,Referral,Data Science Bootcamp,Mumbai,50k+,92,2026-02-18,9.2,2,Y,2026-03-11,67002
LD13325,Referral,Full Stack Development,Mumbai,<15k,46,2026-07-21,4.1,2,N,,0
LD13326,Referral,Digital Marketing,Mumbai,<15k,47,2026-02-12,18.3,2,N,,0
LD13327,Referral,Data Science Bootcamp,Ahmedabad,30k-50k,34,2025-11-10,11.7,1,N,,0
LD13328,Google Ads,Business Analytics,Bengaluru,<15k,36,2025-12-24,7.8,7,N,,0
LD13329,Referral,Digital Marketing,Pune,30k-50k,40,2026-02-09,4.3,2,Y,2026-02-24,38367
LD13330,Instagram Ads,Digital Marketing,Pune,50k+,39,2025-11-03,1.6,3,N,,0
LD13331,Referral,Power BI & Tableau,Mumbai,50k+,68,2026-01-26,6.3,2,N,,0
LD13332,Instagram Ads,Business Analytics,Bengaluru,15k-30k,43,2026-06-15,65.5,3,N,,0
LD13333,Google Ads,Full Stack Development,Hyderabad,15k-30k,80,2025-12-22,15.6,3,N,,0
LD13334,Referral,Full Stack Development,Kolkata,15k-30k,69,2026-05-03,8.9,2,N,,0
LD13335,LinkedIn,Full Stack Development,Kolkata,<15k,91,2026-04-20,15.3,2,N,,0
LD13336,LinkedIn,Digital Marketing,Hyderabad,<15k,25,2026-01-06,20.0,7,N,,0
LD13337,Referral,Full Stack Development,Ahmedabad,<15k,56,2026-05-08,3.9,2,N,,0
LD13338,Google Ads,Power BI & Tableau,Bengaluru,15k-30k,47,2026-02-02,9.4,1,N,,0
LD13339,Instagram Ads,Business Analytics,Pune,30k-50k,73,2025-12-05,10.0,3,N,,0
LD13340,Google Ads,Data Science Bootcamp,Hyderabad,15k-30k,76,2026-02-12,3.5,3,Y,2026-03-08,20467
LD13341,Google Ads,Data Science Bootcamp,Pune,50k+,24,2026-04-09,26.3,2,N,,0
LD13342,Google Ads,Business Analytics,Pune,50k+,99,2025-12-15,19.5,1,N,,0
LD13343,Instagram Ads,Full Stack Development,Ahmedabad,30k-50k,95,2026-06-12,16.0,1,Y,2026-06-30,37806
LD13344,Instagram Ads,Python for Data Analysis,Ahmedabad,30k-50k,60,2026-01-20,4.1,1,N,,0
LD13345,Google Ads,Full Stack Development,Delhi NCR,<15k,54,2026-01-18,8.9,3,N,,0
LD13346,Referral,Data Science Bootcamp,Bengaluru,15k-30k,22,2026-05-17,19.9,3,N,,0
LD13347,Instagram Ads,Full Stack Development,Pune,<15k,55,2026-04-11,1.6,3,N,,0
LD13348,Organic Search,Power BI & Tableau,Bengaluru,15k-30k,41,2026-01-31,12.4,2,N,,0
LD13349,Google Ads,Python for Data Analysis,Ahmedabad,50k+,29,2026-06-30,1.2,5,Y,2026-07-06,63264
LD13350,Referral,Power BI & Tableau,Delhi NCR,30k-50k,59,2026-07-29,12.4,1,Y,2026-08-07,37545
LD13351,Organic Search,Full Stack Development,Kolkata,15k-30k,84,2026-02-01,14.2,4,N,,0
LD13352,Google Ads,Business Analytics,Hyderabad,30k-50k,40,2026-07-04,3.5,4,Y,2026-07-06,43112
LD13353,LinkedIn,Power BI & Tableau,Pune,50k+,64,2026-02-06,15.4,4,N,,0
LD13354,LinkedIn,Full Stack Development,Kolkata,15k-30k,71,2025-12-21,12.0,1,N,,0
LD13355,LinkedIn,Power BI & Tableau,Mumbai,<15k,73,2026-07-16,29.7,2,N,,0
LD13356,Instagram Ads,Python for Data Analysis,Hyderabad,15k-30k,46,2026-07-08,25.8,1,N,,0
LD13357,LinkedIn,Full Stack Development,Ahmedabad,50k+,60,2026-02-18,5.8,2,N,,0
LD13358,Organic Search,Digital Marketing,Kolkata,50k+,49,2026-01-01,13.6,4,N,,0
LD13359,Organic Search,Business Analytics,Chennai,<15k,64,2026-05-17,41.3,3,N,,0
LD13360,LinkedIn,Full Stack Development,Mumbai,50k+,68,2025-12-05,1.5,6,N,,0
LD13361,Organic Search,Digital Marketing,Hyderabad,<15k,53,2026-05-19,1.5,6,N,,0
LD13362,LinkedIn,Data Science Bootcamp,Chennai,30k-50k,56,2026-04-09,1.9,4,N,,0
LD13363,Instagram Ads,Data Science Bootcamp,Delhi NCR,15k-30k,39,2025-12-16,15.6,1,N,,0
LD13364,Referral,Business Analytics,Hyderabad,<15k,75,2026-02-08,13.1,0,N,,0
LD13365,Instagram Ads,Business Analytics,Delhi NCR,<15k,84,2026-04-26,13.9,4,N,,0
LD13366,Instagram Ads,Business Analytics,Bengaluru,15k-30k,54,2025-11-10,6.8,1,N,,0
LD13367,Referral,Business Analytics,Hyderabad,30k-50k,59,2026-06-27,1.4,5,Y,2026-07-10,42217
LD13368,Organic Search,Power BI & Tableau,Ahmedabad,<15k,26,2026-01-08,30.5,3,N,,0
LD13369,Organic Search,Data Science Bootcamp,Chennai,<15k,20,2026-03-25,64.4,0,N,,0
LD13370,Google Ads,Data Science Bootcamp,Bengaluru,30k-50k,43,2025-11-13,11.9,5,N,,0
LD13371,Instagram Ads,Digital Marketing,Kolkata,30k-50k,14,2026-07-29,7.8,3,N,,0
LD13372,Referral,Power BI & Tableau,Chennai,15k-30k,74,2026-04-29,40.3,1,N,,0
LD13373,Google Ads,Python for Data Analysis,Pune,30k-50k,66,2026-04-27,3.2,2,N,,0
LD13374,Google Ads,Full Stack Development,Chennai,<15k,30,2025-11-05,11.9,5,N,,0
LD13375,Instagram Ads,Python for Data Analysis,Pune,<15k,43,2026-05-07,7.3,1,N,,0
LD13376,LinkedIn,Data Science Bootcamp,Ahmedabad,50k+,48,2026-02-21,17.2,6,N,,0
LD13377,Instagram Ads,Power BI & Tableau,Delhi NCR,<15k,45,2026-02-11,14.7,7,N,,0
LD13378,Instagram Ads,Business Analytics,Ahmedabad,15k-30k,47,2026-03-29,11.4,5,N,,0
LD13379,LinkedIn,Data Science Bootcamp,Mumbai,<15k,62,2026-03-09,91.6,3,N,,0
LD13380,Instagram Ads,Business Analytics,Pune,15k-30k,61,2025-12-11,18.4,4,N,,0
LD13381,Google Ads,Power BI & Tableau,Ahmedabad,30k-50k,42,2026-05-08,19.6,3,N,,0
LD13382,Referral,Business Analytics,Delhi NCR,30k-50k,80,2026-04-21,19.0,0,N,,0
LD13383,LinkedIn,Digital Marketing,Bengaluru,50k+,72,2026-01-21,13.2,0,N,,0
LD13384,LinkedIn,Full Stack Development,Mumbai,50k+,27,2026-04-29,20.3,3,N,,0
LD13385,Referral,Business Analytics,Pune,<15k,73,2026-04-29,7.4,2,N,,0
LD13386,Google Ads,Power BI & Tableau,Hyderabad,50k+,81,2026-01-12,8.2,1,N,,0
LD13387,Google Ads,Data Science Bootcamp,Delhi NCR,15k-30k,68,2026-04-14,14.3,8,N,,0
LD13388,Organic Search,Power BI & Tableau,Ahmedabad,<15k,85,2025-12-07,10.6,6,N,,0
LD13389,Instagram Ads,Data Science Bootcamp,Chennai,50k+,89,2026-06-14,39.4,3,N,,0
LD13390,Instagram Ads,Business Analytics,Pune,30k-50k,38,2025-11-28,18.7,2,N,,0
LD13391,Google Ads,Data Science Bootcamp,Chennai,30k-50k,53,2026-05-15,6.5,6,N,,0
LD13392,Google Ads,Digital Marketing,Hyderabad,<15k,49,2025-12-02,11.1,2,N,,0
LD13393,Google Ads,Business Analytics,Delhi NCR,50k+,49,2025-12-01,16.8,5,N,,0
LD13394,Instagram Ads,Python for Data Analysis,Ahmedabad,30k-50k,32,2025-11-29,22.9,4,N,,0
LD13395,Google Ads,Full Stack Development,Hyderabad,15k-30k,87,2025-12-24,22.3,4,N,,0
LD13396,Organic Search,Power BI & Tableau,Bengaluru,50k+,71,2025-12-24,15.8,1,N,,0
LD13397,Instagram Ads,Digital Marketing,Kolkata,30k-50k,68,2026-01-10,1.7,6,N,,0
LD13398,Instagram Ads,Python for Data Analysis,Ahmedabad,15k-30k,80,2026-03-22,1.5,1,N,,0
LD13399,LinkedIn,Digital Marketing,Chennai,30k-50k,49,2025-12-25,11.3,1,N,,0
LD13400,Referral,Data Science Bootcamp,Ahmedabad,50k+,53,2026-05-11,58.8,1,N,,0
LD13401,Organic Search,Digital Marketing,Bengaluru,<15k,50,2026-01-19,5.2,3,N,,0
LD13402,Referral,Full Stack Development,Bengaluru,15k-30k,42,2025-11-10,20.9,3,N,,0
LD13403,LinkedIn,Business Analytics,Delhi NCR,<15k,26,2026-03-15,1.4,3,N,,0
LD13404,Organic Search,Python for Data Analysis,Kolkata,15k-30k,58,2025-12-26,7.0,3,N,,0
LD13405,Organic Search,Data Science Bootcamp,Kolkata,15k-30k,65,2026-07-12,7.6,3,N,,0
LD13406,Referral,Python for Data Analysis,Chennai,<15k,96,2026-01-29,4.0,4,N,,0
LD13407,Instagram Ads,Python for Data Analysis,Ahmedabad,50k+,75,2025-10-31,4.2,2,N,,0
LD13408,Organic Search,Data Science Bootcamp,Pune,<15k,31,2026-05-02,3.6,1,N,,0
LD13409,LinkedIn,Full Stack Development,Kolkata,<15k,49,2026-07-05,11.0,2,N,,0
LD13410,Walk-in,Python for Data Analysis,Kolkata,15k-30k,5,2026-06-16,14.9,4,N,,0
LD13411,Google Ads,Digital Marketing,Chennai,<15k,46,2026-05-01,2.3,6,N,,0
LD13412,Instagram Ads,Digital Marketing,Mumbai,50k+,40,2025-12-10,7.2,5,N,,0
LD13413,Walk-in,Full Stack Development,Hyderabad,50k+,55,2025-11-24,12.8,5,N,,0
LD13414,Organic Search,Digital Marketing,Bengaluru,50k+,77,2026-03-19,10.0,1,N,,0
LD13415,Instagram Ads,Power BI & Tableau,Ahmedabad,15k-30k,37,2026-05-16,2.9,1,N,,0
LD13416,Organic Search,Business Analytics,Chennai,15k-30k,72,2025-11-27,33.3,0,N,,0
LD13417,Walk-in,Power BI & Tableau,Kolkata,<15k,58,2026-01-08,8.8,3,N,,0
LD13418,LinkedIn,Data Science Bootcamp,Kolkata,30k-50k,58,2026-01-02,4.2,6,N,,0
LD13419,Instagram Ads,Python for Data Analysis,Bengaluru,15k-30k,54,2026-07-27,47.1,5,N,,0
LD13420,Walk-in,Business Analytics,Kolkata,<15k,47,2026-01-19,1.7,5,N,,0
LD13421,Instagram Ads,Digital Marketing,Pune,30k-50k,82,2026-03-06,27.8,3,N,,0
LD13422,Google Ads,Data Science Bootcamp,Hyderabad,15k-30k,60,2025-11-27,2.5,1,N,,0
LD13423,Instagram Ads,Digital Marketing,Hyderabad,50k+,53,2025-12-17,40.9,2,N,,0
LD13424,Referral,Digital Marketing,Kolkata,50k+,34,2025-11-10,2.8,4,Y,2025-11-25,61257
LD13425,Google Ads,Power BI & Tableau,Delhi NCR,15k-30k,57,2026-01-18,22.1,3,N,,0
LD13426,Organic Search,Business Analytics,Hyderabad,<15k,33,2026-06-06,0.0,1,N,,0
LD13427,LinkedIn,Python for Data Analysis,Delhi NCR,30k-50k,76,2026-01-24,92.1,1,N,,0
LD13428,Google Ads,Business Analytics,Chennai,15k-30k,31,2026-05-20,1.0,2,N,,0
LD13429,Google Ads,Python for Data Analysis,Ahmedabad,50k+,96,2025-11-25,13.9,3,N,,0
LD13430,Referral,Power BI & Tableau,Kolkata,15k-30k,27,2026-05-25,3.1,3,N,,0
LD13431,Instagram Ads,Digital Marketing,Bengaluru,50k+,60,2025-11-12,24.5,1,N,,0
LD13432,Instagram Ads,Power BI & Tableau,Hyderabad,15k-30k,72,2026-06-20,18.0,2,Y,2026-07-11,24045
LD13433,Instagram Ads,Full Stack Development,Chennai,15k-30k,42,2026-04-30,22.7,3,N,,0
LD13434,Organic Search,Full Stack Development,Bengaluru,30k-50k,73,2025-12-16,12.3,1,N,,0
LD13435,Instagram Ads,Business Analytics,Pune,50k+,67,2026-02-05,26.0,4,Y,2026-02-07,66432
LD13436,LinkedIn,Python for Data Analysis,Hyderabad,30k-50k,46,2026-02-27,8.0,2,N,,0
LD13437,LinkedIn,Full Stack Development,Delhi NCR,50k+,36,2026-04-18,87.9,0,Y,2026-04-25,60091
LD13438,Google Ads,Power BI & Tableau,Ahmedabad,<15k,90,2026-06-27,5.5,3,N,,0
LD13439,Referral,Business Analytics,Hyderabad,50k+,83,2025-11-25,34.6,3,Y,2025-11-29,65423
LD13440,Instagram Ads,Data Science Bootcamp,Mumbai,15k-30k,28,2026-06-10,12.8,4,N,,0
LD13441,Instagram Ads,Python for Data Analysis,Kolkata,15k-30k,75,2025-12-19,15.3,4,N,,0
LD13442,Instagram Ads,Business Analytics,Mumbai,30k-50k,34,2026-02-17,8.3,4,Y,2026-02-18,36931
LD13443,Instagram Ads,Business Analytics,Chennai,<15k,79,2026-07-20,19.5,4,N,,0
LD13444,Instagram Ads,Digital Marketing,Delhi NCR,<15k,92,2026-01-13,1.1,4,N,,0
LD13445,Instagram Ads,Digital Marketing,Ahmedabad,<15k,37,2026-02-13,1.3,0,N,,0
LD13446,LinkedIn,Full Stack Development,Kolkata,50k+,51,2026-06-20,5.4,1,N,,0
LD13447,Google Ads,Python for Data Analysis,Chennai,30k-50k,61,2026-06-06,4.7,3,N,,0
LD13448,Referral,Power BI & Tableau,Chennai,50k+,58,2026-04-26,12.3,4,Y,2026-04-29,68977
LD13449,Instagram Ads,Data Science Bootcamp,Ahmedabad,15k-30k,62,2026-06-05,10.9,1,Y,2026-06-10,24020
LD13450,Walk-in,Python for Data Analysis,Pune,30k-50k,3,2025-11-30,13.7,3,N,,0
LD13451,Instagram Ads,Power BI & Tableau,Kolkata,15k-30k,21,2026-05-09,7.7,2,N,,0
LD13452,Instagram Ads,Python for Data Analysis,Kolkata,30k-50k,66,2025-11-16,7.3,4,N,,0
LD13453,Instagram Ads,Full Stack Development,Hyderabad,30k-50k,39,2026-07-15,9.9,1,N,,0
LD13454,Google Ads,Data Science Bootcamp,Hyderabad,<15k,61,2025-12-13,8.7,4,N,,0
LD13455,Walk-in,Full Stack Development,Kolkata,<15k,92,2026-02-21,0.7,0,N,,0
LD13456,Instagram Ads,Data Science Bootcamp,Hyderabad,50k+,24,2026-04-10,20.4,4,N,,0
LD13457,Instagram Ads,Full Stack Development,Bengaluru,50k+,36,2026-06-07,11.4,1,N,,0
LD13458,Organic Search,Full Stack Development,Kolkata,30k-50k,46,2026-05-04,2.9,0,N,,0
LD13459,Instagram Ads,Business Analytics,Ahmedabad,15k-30k,39,2025-12-19,7.6,5,N,,0
LD13460,Organic Search,Power BI & Tableau,Hyderabad,50k+,41,2026-02-11,1.0,1,N,,0
LD13461,Referral,Business Analytics,Hyderabad,50k+,21,2026-02-05,10.1,4,N,,0
LD13462,Referral,Digital Marketing,Kolkata,50k+,42,2025-11-07,3.3,3,N,,0
LD13463,Google Ads,Full Stack Development,Bengaluru,50k+,85,2026-05-05,11.6,4,N,,0
LD13464,Google Ads,Digital Marketing,Delhi NCR,15k-30k,64,2026-06-16,34.4,5,N,,0
LD13465,Walk-in,Digital Marketing,Delhi NCR,30k-50k,82,2026-07-23,14.6,5,N,,0
LD13466,Google Ads,Python for Data Analysis,Bengaluru,15k-30k,48,2025-12-05,21.8,4,N,,0
LD13467,Google Ads,Python for Data Analysis,Bengaluru,<15k,35,2026-07-09,4.3,3,N,,0
LD13468,Google Ads,Data Science Bootcamp,Chennai,15k-30k,60,2025-11-30,31.1,3,N,,0
LD13469,Instagram Ads,Power BI & Tableau,Chennai,30k-50k,37,2026-02-20,27.7,3,N,,0
LD13470,Google Ads,Business Analytics,Mumbai,50k+,48,2025-11-12,87.1,6,N,,0
LD13471,Walk-in,Power BI & Tableau,Mumbai,50k+,47,2026-01-10,8.8,2,N,,0
LD13472,Google Ads,Power BI & Tableau,Bengaluru,50k+,69,2026-01-24,61.1,2,N,,0
LD13473,Walk-in,Power BI & Tableau,Pune,50k+,43,2026-05-11,7.7,1,N,,0
LD13474,Instagram Ads,Full Stack Development,Pune,50k+,63,2026-05-04,7.9,3,N,,0
LD13475,Referral,Python for Data Analysis,Pune,30k-50k,30,2026-05-28,24.9,4,N,,0
LD13476,Google Ads,Python for Data Analysis,Hyderabad,15k-30k,37,2026-04-06,14.0,2,N,,0
LD13477,Referral,Full Stack Development,Hyderabad,15k-30k,66,2026-04-03,8.7,5,N,,0
LD13478,Walk-in,Full Stack Development,Delhi NCR,50k+,81,2026-07-24,6.0,1,N,,0
LD13479,Instagram Ads,Power BI & Tableau,Chennai,15k-30k,68,2026-05-01,43.1,3,N,,0
LD13480,Referral,Business Analytics,Hyderabad,<15k,54,2026-01-31,10.0,0,N,,0
LD13481,Instagram Ads,Data Science Bootcamp,Bengaluru,50k+,72,2026-03-22,38.7,3,N,,0
LD13482,Google Ads,Full Stack Development,Bengaluru,15k-30k,66,2026-05-10,5.5,6,N,,0
LD13483,Instagram Ads,Power BI & Tableau,Kolkata,<15k,47,2025-11-26,7.6,3,N,,0
LD13484,Referral,Data Science Bootcamp,Ahmedabad,15k-30k,44,2026-04-29,15.5,3,N,,0
LD13485,LinkedIn,Full Stack Development,Pune,30k-50k,60,2026-01-06,18.5,5,N,,0
LD13486,Referral,Business Analytics,Delhi NCR,15k-30k,71,2026-02-02,9.3,6,N,,0
LD13487,Instagram Ads,Business Analytics,Kolkata,15k-30k,60,2026-05-03,32.9,3,N,,0
LD13488,Instagram Ads,Digital Marketing,Delhi NCR,<15k,34,2026-02-13,2.5,1,N,,0
LD13489,LinkedIn,Data Science Bootcamp,Bengaluru,15k-30k,56,2026-06-17,27.7,0,N,,0
LD13490,Google Ads,Full Stack Development,Hyderabad,<15k,42,2026-04-01,7.6,3,N,,0
LD13491,Organic Search,Python for Data Analysis,Hyderabad,<15k,44,2026-07-27,12.2,7,N,,0
LD13492,Instagram Ads,Business Analytics,Delhi NCR,30k-50k,66,2025-11-14,45.8,4,N,,0
LD13493,Instagram Ads,Business Analytics,Hyderabad,<15k,40,2026-04-24,50.8,6,N,,0
LD13494,Instagram Ads,Python for Data Analysis,Mumbai,30k-50k,66,2025-12-12,8.4,5,N,,0
LD13495,Referral,Python for Data Analysis,Ahmedabad,<15k,75,2026-06-19,61.5,2,N,,0
LD13496,Organic Search,Data Science Bootcamp,Hyderabad,50k+,24,2026-06-20,11.2,7,N,,0
LD13497,Organic Search,Python for Data Analysis,Mumbai,<15k,37,2026-06-25,24.4,1,N,,0
LD13498,LinkedIn,Full Stack Development,Kolkata,50k+,31,2025-11-20,2.0,3,N,,0
LD13499,Organic Search,Digital Marketing,Pune,50k+,28,2026-03-14,7.9,2,N,,0
LD13500,Organic Search,Business Analytics,Bengaluru,30k-50k,42,2026-01-04,5.9,1,N,,0
LD13501,Referral,Business Analytics,Hyderabad,<15k,22,2026-07-22,5.9,4,N,,0
LD13502,Instagram Ads,Digital Marketing,Ahmedabad,30k-50k,26,2025-11-13,6.5,5,Y,2025-11-16,39964
LD13503,Instagram Ads,Power BI & Tableau,Pune,<15k,49,2025-12-30,1.7,2,N,,0
LD13504,Instagram Ads,Power BI & Tableau,Hyderabad,30k-50k,46,2026-04-24,7.1,2,N,,0
LD13505,Instagram Ads,Business Analytics,Bengaluru,<15k,26,2026-02-18,4.6,3,N,,0
LD13506,Organic Search,Power BI & Tableau,Mumbai,15k-30k,68,2026-01-03,2.5,6,Y,2026-01-13,24198
LD13507,Google Ads,Digital Marketing,Mumbai,<15k,53,2026-03-05,76.2,1,N,,0
LD13508,Google Ads,Data Science Bootcamp,Pune,30k-50k,29,2026-06-06,42.6,3,N,,0
LD13509,Instagram Ads,Business Analytics,Pune,<15k,48,2026-03-02,5.9,5,N,,0
